epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.4580208659172058,,
0,51,,,0.4503549635410309,0.4503549635410309
0,51,0.679090678691864,,,
1,99,,0.38297736644744873,,
1,103,,,0.35122227668762207,0.35122227668762207
1,103,0.36208999156951904,,,
2,149,,0.33413857221603394,,
2,155,,,0.3398573398590088,0.3398573398590088
2,155,0.22178658843040466,,,
