SMILES,chembl_pxr_pchembl
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,5.54
CCC(C)(C)Cc1c[nH]c(CCc2ccc(-c3ccccn3)cc2)n1,5.46
CCC(C)COc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.89
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,5.15
CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3c(F)cc(F)cc32)CC1,6.26
CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1,5.97
CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,6.03
CCC(O)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)C(F)(F)F,7.32
CCC(c1nc2ncc(Cl)cc2[nH]1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1,5.92
CCC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1,5.28
CCCC(=O)Nc1nn(C)c2nc3cc(C)ccc3cc12,4.09
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,4.85
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,7.955
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,7.76
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.85
CCCC(CCC)Oc1ccc(-c2ccccc2-c2nn[nH]n2)cc1NC(=O)Nc1ccc(C)cc1,6.0
CCCC(O)(c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,6.65
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,5.77
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,5.54
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],4.8
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],4.95
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,4.779999999999999
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,5.175
CCCCCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,6.24
CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-],4.865
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,5.43
CCCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.36
CCCCCCOc1ccccc1C(N)=O,4.75
CCCCCCn1cnc2cc(NS(=O)(=O)c3c(C)c(C)c(C)c(C)c3C)ccc21,7.89
CCCCCCn1cnc2cc(NS(=O)(=O)c3ccccc3Cl)ccc21,7.26
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,4.82
CCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.37
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,6.109999999999999
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,4.9
CCCCN(CCCC)c1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.3
CCCCN(Cc1cc(Cl)c(O)c(Cl)c1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.6
CCCCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.19
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,5.23
CCCCNc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.89
CCCCNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,5.775
CCCCOC(C)(C)c1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,5.87
CCCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.68
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2c(OC)cccc2OC)c1C,6.62
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Br)ccc2OC)c1C,7.4
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C(F)(F)F)ccc2OC)c1C,6.695
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,7.49
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,7.359999999999999
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(F)ccc2OC)c1C,7.09
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC(F)(F)F)ccc2OC)c1C,6.75
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)cc(OC)c2)c1C,5.55
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2Br)c1C,5.88
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2C)c1C,6.35
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2Cl)c1C,7.8
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2F)c1C,6.555
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.62
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc(OC)c(OC)c2)c1C,5.36
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc(OC)cc2OC)c1C,5.875
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc3c(c2)OCO3)c1C,5.34
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2)c1C,5.855
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2OC)c1C,6.24
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2)c1C,6.27
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,6.4
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2)c1C,5.245
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2OC)c1C,6.16
CCCCOc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,5.32
CCCC[C@H](NC(=O)Cc1c[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.6
CCCC[C@H](NC(=O)Cc1c[nH]c2ccccc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.36
CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(O)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.72
CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.54
CCCC[C@]1(O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@H]2[C@H]1CC,4.35
CCCCc1cc2c(c(NC(C)=O)n1)c(=O)oc1ccccc12,4.05
CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,5.3
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,6.52
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,5.355
CCCNc1nc(Cl)nc(Nc2ccc(Cl)cc2)n1,4.32
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,6.31
CCCO[C@H]1[C@@H]([C@@H](COCc2ccc(Cl)cc2)OCc2ccc(Cl)cc2)OC(OCC)[C@@H]1O,5.01
CCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.26
CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,7.96
CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,7.37
CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.58
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,6.58
CCC[C@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,8.225000000000001
CCC[C@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,7.95
CCC[C@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,8.22
CCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)cc1,7.28
CCCc1nn(C)c(C(=O)Nc2cccc3ccccc23)c1Cl,4.41
CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,5.58
CCN(/N=C/c1ccc(Cl)cc1)c1cc(=O)n(C)c(=O)[nH]1,4.11
CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,5.25
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,4.76
CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,7.41
CCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.72
CCNC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,5.75
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,5.41
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,5.205
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,5.91
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,4.5
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,4.73
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,5.0
CCOC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,6.22
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,4.77
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.59
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,5.895
CCOCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1,5.32
CCOP(=O)(OCC)C(=Cc1c2ccccc2cc2ccccc12)P(=O)(OCC)OCC,6.54
CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,6.76
CCOP(=O)(OCC)C(=Cc1ccccc1)P(=O)(OCC)OCC,6.57
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,5.0
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,4.6
CCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)nc(OCC)n1,4.9
CCOc1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,4.3
CCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,6.77
CCOc1ccc2c(C(=O)N[C@H](c3ccccc3)C(F)(F)F)c(CN3CCC(N4CCCCC4)CC3)c(-c3cccc(C(F)(F)F)c3)nc2c1,5.89
CCOc1ccccc1C(=O)Nc1cccc2c1C(=O)N(CC1CC1)C2,5.37
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,5.58
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,4.3
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@@](C)(O)C3)c2)cn1,5.82
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cn1,4.3
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(F)F)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,5.7
CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)C[C@@]1(C(=O)N2C4CCC2CN(C)C4)C[C@H]1c1cc(F)ccc1-3,5.56
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1,6.58
CCS(=O)(=O)c1ccc(CNC(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)cc1,8.3
CCS(=O)(=O)c1cccc(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)c(Cl)c2)c1,4.6
CCS(=O)(=O)c1ccccc1-c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)c(Cl)c1,6.16
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,4.58
CCSc1ccccc1-c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)c(Cl)c1,5.77
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+],5.0
CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,5.72
CC[C@@H]1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1C[C@H]2CC,5.07
CC[C@@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@H]32,4.875
CC[C@H]1CCCN1c1cc(-c2ccccc2O)nnc1N,6.7
CC[C@H]1CCCN1c1cc(-c2ccco2)nnc1N,5.06
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,4.58
CC[C@]1(O)C[C@H]2[C@H]3[C@H](c4ccc(F)cc4)[C@@H](O[C@H](C)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CN3C(=O)[C@H]2C1,5.48
CC[C@]1(c2ccccc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.69
CC[C@]12CCCN3CCc4c(n(c5cc(Br)ccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,4.99
CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(C)ccc1OC,6.05
CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(Cl)ccc1OC,6.09
CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(OC)ccc1OC,6.199999999999999
CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,6.025
CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,5.99
CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,6.13
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,5.47
CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Br)ccc3o2)cc1,4.39
CCc1cccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)c1,4.79
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,4.58
CCn1cc(-c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)cn1,4.52
CN(C)C(=O)C(C)(C)c1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1,5.46
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,4.845
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,4.85
CN(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O,4.37
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,4.89
CN(C)S(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(C(=O)N1CCOCC1)=Cc1ccccc1-3,6.36
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,5.81
CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,5.41
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,5.29
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.55
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,5.62
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,4.84
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,5.71
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,4.8
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,4.7
CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,5.03
CN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.47
CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,4.89
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,5.99
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C(C)(C)C)cc3n1C2,4.78
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C4(C)CC4)cc3n1C2,4.78
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(C)(=O)=O)cc3n1C2,5.08
CN1CCC(C(=O)N(CC23CCC(c4nc(C5CC5)no4)(CC2)CC3)c2cccc(-c3nc(C4CC4)no3)c2)CC1,4.3
CN1CCCN=C1/C=C/c1cccc(O)c1,4.7
CN1CCC[C@@H](N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)C1=O,4.69
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,5.44
CN1CCC[C@H](N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)C1=O,4.76
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl,5.025
CN1CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,7.75
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,5.51
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,4.77
CN1c2ccccc2C(NCCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O.[Na+],4.65
CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)[C@@H]1CC2(CCCCC2)CN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C,5.24
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12,5.8
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,4.74
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,5.43
CNC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1,4.705
CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl,5.0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,4.6
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,4.875
CNc1c(C)c2c3c4c(O)c(/C=N/N5CCN(C)CC5)c(c(O)c14)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,5.39
CNc1c(C)c2c3c4c1C(=O)C(=C(/C=N/N1CCN(C)CC1)C4=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,5.68
CNc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.48
CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,5.15
CNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,6.12
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,4.8
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,5.05
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,6.005
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,5.8100000000000005
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,4.785
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,4.24
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,5.925
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,6.295
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,5.28
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,5.4
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,6.3
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.05
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,5.1
COC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,7.26
COC(=O)CN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.85
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,4.73
COC(=O)N[C@H](C(=O)N1CC2(CCCCC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,5.17
COC(=O)N[C@H](C(=O)N1CC2(CCCCC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CCCCC1)C(C)(C)C,5.64
COC(=O)N[C@H](C(=O)N1CC2(CCCCC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NCc1ccccc1)C(C)(C)C,5.41
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3cc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4o3)cc2)[nH]1)C(C)C,5.48
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,4.7
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,4.55
