SMILES,chembl_pxr_pchembl
C[C@H]1CCCN1c1cc(-c2ccccc2O)nnc1N,6.145
C[C@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,4.85
C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,4.62
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,4.9
C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,5.04
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,5.8
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.0
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)CC#N)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.3
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)CO)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,5.71
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,5.97
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(S(C)(=O)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.82
C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccc(C#N)cc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.64
C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccc3c(c2)OCO3)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.75
C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.285
C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccncc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.22
C[C@]1(c2ccccc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.36
C[C@]1(c2ccccc2)CN(C(=O)c2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.13
C[C@]1(c2ccccc2)CN(CC(N)=O)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.56
C[C@]1(c2ccccc2)CN(Cc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.49
C[C@]1(c2ccccc2)CN(S(C)(=O)=O)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.59
C[C@]1(c2ccccc2)CNC[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,5.9
C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,5.36
C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,4.72
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,5.355
C[Si](C)(O)c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1,6.13
C[Si](C)(O)c1ccc(N(CCc2ccccc2)S(=O)(=O)c2ccccc2)cc1,4.85
C[Si](C)(O)c1ccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1,5.5
C[Si](C)(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,5.62
Cc1c(-c2ccc(O)c(O)c2)[nH]c2ccc(O)cc12,4.96
Cc1c(-c2ccc(O)c(O)c2)[nH]c2ccc(OCCCO)cc12,4.85
Cc1c(C)c(C)c(S(=O)(=O)Nc2ccc3c(c2)ncn3-c2ccc3ccccc3c2)c(C)c1C,7.26
Cc1c(C)c(C)c(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)c(C)c1C,8.625
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,4.87
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,5.82
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)O2,5.48
Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(CC3)C4)nnc12,6.82
Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(F)(CC3)CC4)nnc12,6.82
Cc1c(Cl)cccc1Oc1cccn2c(C3CCCCCC3)nnc12,6.82
Cc1c(Cl)cccc1Oc1cccn2c(CC3CC4CCC3C4)nnc12,6.82
Cc1c(Cl)cccc1Oc1cccn2c([C@]34CCC(C[C@H]3O)C4(C)C)nnc12,6.82
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,5.234999999999999
Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1C(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,6.0
Cc1cc(-c2onc(C)c2C(=O)Sc2ccccc2)no1,6.07
Cc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1,5.3
Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)c(C)c1,8.455
Cc1cc(C)cc(C(=O)OC2CC3CCC(C2)N3C)c1,4.85
Cc1cc(C)cc(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)c1,7.48
Cc1cc(C2CCCCC2)n(O)c(=O)c1,4.58
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,6.6
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)CC2,5.52
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)CC2,5.8
Cc1cc(OC(F)F)ccc1NC(=O)c1cc(C(=O)NCc2ccc(F)cc2)c(F)cc1Cl,4.83
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,4.775
Cc1ccc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,5.6
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)nc3)cc(C(C)(C)O)c2)nc1,4.75
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(-c3ncccc3F)c2)nc1,5.22
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(C(C)(C)O)c2)nc1,5.7
Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1,5.5
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,5.36
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,4.5
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,5.06
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,5.89
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,5.41
Cc1ccc(C2=C(n3ccnn3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,5.81
Cc1ccc(C2=C(n3cnnn3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,6.22
Cc1ccc(C2=C(n3ncnn3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,6.07
Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,4.5
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,5.970000000000001
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nc(=O)[nH]o3)cc3c2OCCCC3c2ccccc2)cc1,5.32
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OC(C)(C)[C@H]3c2ccccc2)cc1,4.82
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCC=CC3c2ccccc2)cc1,4.11
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCCCC3c2ccccc2)cc1,5.05
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2O[C@@H](C)C/C=C\[C@H]3c2ccccc2)cc1,4.96
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)ccc2OC(C(C)C)C(C)C)cc1,5.92
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nnn[nH]3)ccc2N(CC(C)C)CC(C)C)cc1,5.85
Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,4.9
Cc1ccc(SC(=O)c2c(C)noc2-c2cc(C)on2)cc1,6.07
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,5.1850000000000005
Cc1ccc2c(c1)c1nc3ccccc3nc1n2C,4.15
Cc1ccc2c(c1C)N(S(=O)(=O)c1ccc(C(C)(C)C)cc1)Cc1ccc(C(F)(F)F)nc1N2,6.17
Cc1ccc2cc3c(NC(=O)CC(C)C)nn(C)c3nc2c1,4.42
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.8
Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,5.32
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,5.83
Cc1cccc2cc3c(N)c(C(=O)N4CCOCC4)sc3nc12,4.16
Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,5.63
Cc1ccccc1S(=O)(=O)Nc1ccc2c(c1)ncn2Cc1ccccc1,7.35
Cc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.06
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,5.055
Cc1cn(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)c(Cl)c2)c(C2CC2)n1,5.89
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.05
Cc1cnn(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)c1,4.78
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccc2)s1,5.1
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccn2)s1,5.3
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(CO)s1,4.89
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1Cc1ccccc1,6.0
Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,4.72
Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,5.67
Cc1nc(N)nc(Nc2ccc(Cl)cc2)c1Br,4.01
Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,5.24
Cc1ncc(-c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)s1,5.22
Cc1ncccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.55
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.92
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.21
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.85
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.34
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.96
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.28
Cc1nnc(-c2ccc(-c3cc(F)c(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.96
Cc1nnc(-c2ccc(-c3cc(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.6
Cc1nnc(-c2ccc(-c3ccc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.05
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.62
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.54
Cc1nnc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3cccnc23)s1,4.57
ClC1=C(Cl)[C@]2(Cl)[C@H]3C[C@H](Cl)[C@H](Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl,4.82
Clc1cc(Cl)c(OCC#CI)cc1Cl,5.0
Clc1ccc(-c2nc3ccccn3c2-c2cccn2Cc2ccc(Cl)c(Cl)c2)cc1,5.05
Clc1ccc(-c2nc3ccccn3c2-c2cn(Cc3ccccc3)nn2)cc1,5.69
Clc1ccc(-c2nc3ccccn3c2-c2csc(Cc3ccc(Cl)c(Cl)c3)n2)cc1,4.66
Clc1ccc(-c2nc3occn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,5.89
Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,6.0
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,6.15
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,5.395
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,5.6
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,5.12
Clc1ccc(C2(c3nnc4c(C5CC5)cccn34)CC2)cc1,4.3
Clc1ccc(C2(c3nnc4c(C5CCC5)cccn34)CC2)cc1,6.05
Clc1ccc(C2(c3nnc4c(OC5CCC5)cccn34)CC2)cc1,5.82
Clc1ccc(C2(c3nnc4c(OC5CCCCC5)cccn34)CC2)cc1,6.22
Clc1ccc(C2(c3nnc4c(OC5CCOCC5)cccn34)CC2)cc1,5.0
Clc1ccc(C2(c3nnc4c(Oc5ccc6ccccc6c5)cccn34)CC2)cc1,6.1
Clc1ccc(C2(c3nnc4c(Oc5cccc(Cl)c5)cccn34)CC2)cc1,6.1
Clc1ccc(C2(c3nnc4c(Oc5ccccc5)cccn34)CC2)cc1,5.75
Clc1ccc(C2(c3nnc4c(Oc5ccccc5-c5ccccc5)cccn34)CC2)cc1,6.3
Clc1ccc(C2(c3nnc4c(Oc5ccccc5Cl)cccn34)CC2)cc1,6.01
Clc1ccc(C2(c3nnc4c(Oc5ccccc5N5CCOCC5)cccn34)CC2)cc1,6.4
Clc1ccc(C2(c3nnc4n3CCCCCC4)CCC2)cc1,5.8
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,6.07
Clc1ccc(CO/N=C/c2c(-c3ccc(-c4ccccc4)cc3)nc3sccn23)cc1Cl,4.24
Clc1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1Cl,5.23
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,5.7
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5.57
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5.57
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,4.96
Clc1ccc(Oc2cccn3c(C4(c5ccc(Cl)cc5)CC4)nnc23)cc1,5.92
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.57
Cn1c(-c2ccc(-c3ccccc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,5.77
Cn1c(-c2ccc(-c3ccccc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,5.77
Cn1c(-c2ccc(-c3ccccn3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,5.62
Cn1c(-c2ccc(-c3cccnc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,5.44
Cn1c(-c2ccc(-c3ccncc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,5.11
Cn1c(-c2ccc(-c3ccsc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,5.52
Cn1c(-c2ccc(-c3cnccn3)cc2F)nnc1C1(c2ccc(Cl)cc2)CCC1,5.32
Cn1c(-c2ccc(-c3cnoc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,4.64
Cn1c(-c2ccc(-n3ccnc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,4.92
Cn1c(-c2ccc(-n3ccnc3C(F)(F)F)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,5.5
Cn1c(-c2ccc(-n3ccnc3S(C)(=O)=O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,5.1
Cn1c(-c2ccc(C(=O)O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,4.75
Cn1c(-c2ccc(NC(=O)c3cccs3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,5.06
Cn1c(N)c(C(=O)Nc2ccccc2F)sc1=S,4.18
Cn1cc(-c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)cn1,4.7
Cn1cc(-c2cc(C(N)=O)nc3cc(CN4CCOC(C5CC5)C4)ccc23)cn1,5.77
Cn1cc(-c2cccc3c2N(S(=O)(=O)c2ccc(C(C)(C)C)cc2)Cc2ccc(C(F)(F)F)nc2N3)cn1,5.96
Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,4.64
Cn1ccc(CCc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)n1,5.04
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,5.785
FC(F)(F)Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,6.52
FC(F)(F)c1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1,5.7
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,5.75
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccccc2F)cc1,5.67
Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,6.25
Fc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.96
N#C/C(=C/c1ccccc1)c1nn(CCO)c(N)c1C#N,4.08
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,4.5
N#Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,6.24
N#Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.52
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,4.82
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,5.43
NC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.72
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(Cl)cc21,5.33
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(F)cc21,5.02
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(F)cc21,4.33
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(C(N3CCOCC3)C(F)(F)F)cc2n1,5.31
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)cc2n1,6.05
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(C(F)(F)F)C3)cc2n1,5.15
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCOC(C(F)(F)F)C3)cc2n1,4.78
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCOC3=O)cc2n1,5.01
NC(=O)c1cc(N2CCOCC2)c2ccc(CN3C(=O)CCC3=O)cc2n1,5.55
NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,5.72
NC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.56
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,4.96
NS(=O)(=O)c1cccc(NC(=O)c2cc(C(F)(F)F)cnc2N2CCC(F)(F)CC2)c1,4.64
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,4.66
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.734999999999999
N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.9
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,6.95
Nc1ccc(C(=O)Nc2ccccc2N)cc1,4.55
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,5.01
Nc1nccc(-c2sc(C3CCCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.29
Nc1nccc(-c2sc(C3CCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.01
Nc1nccc(-c2sc(C3CCN(C4CC4)CC3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.21
Nc1nccc(-c2sc(C3COCCN3)nc2-c2cc(Cl)cc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.64
Nc1nccc(-c2sc(C3COCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,4.94
Nc1nnc(-c2ccccc2O)cc1-c1ccccc1,5.36
Nc1nnc(-c2ccccc2O)cc1N1CCCC1,5.58
Nc1nnc(-c2ccccc2O)cc1N1CCCCC1,5.51
Nc1nnc(-c2ccccc2O)cc1N1CCC[C@@H]1C1CC1,6.7
O=C(/C=C/N1C[C@H]2C[C@@H]1CN2c1ccccn1)c1ccccc1O,4.75
O=C(/C=C\c1cccs1)c1c(O)ccc2ccc(=O)oc12,4.18
O=C(C1CC(F)(F)C1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,6.0
O=C(C1CCC(F)(F)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.1
O=C(C1CCCC1)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,6.1
O=C(C1CCCCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.22
O=C(C1CCOCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.7
O=C(C1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,4.82
O=C(C1CCS(=O)(=O)C1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,5.14
O=C(C1CCS(=O)(=O)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.4
O=C(C1CCc2ccccc2CC1)N1Cc2cccnc2Nc2ccc(N3CCOCC3)cc21,5.5
O=C(CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1C3)N1CC(O)C1,5.17
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)N1CCOCC1,6.42
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1ccncc1,6.6
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1nncs1,6.59
O=C(CCCCCCC(=O)Nc1ccccc1)NO,4.525
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,5.43
O=C(Cc1cccc2ccccc12)Nc1ccc2c(c1)ncn2Cc1ccccc1,6.66
O=C(Cc1ccccc1Cl)Nc1ccc2c(c1)ncn2Cc1ccccc1,6.29
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,5.5
O=C(N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1)C12CC(F)(C1)C2,6.0
O=C(N/N=C/c1c[nH]c2ccccc12)C1COc2ccccc2O1,4.19
