SMILES,chembl_cyp3a4_pchembl
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC(=O)OC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,4.9
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC(=O)OC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.3
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC(=O)OC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.2
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,5.0
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.1
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,5.4
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,5.5
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.0
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,5.4
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.7
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,5.3
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.7
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,5.0
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.0
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,5.1
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.0
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.2
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,5.3
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,5.9
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.7
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,5.9
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.6
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.6
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,5.2
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,5.3
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,5.5
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,5.6
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.3
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/Cc3ccccc3)OC(=O)N2C1=O,4.9
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC(=O)OC)C(=O)N2C1=O,4.6
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CC(=O)OC)OC(=O)N2C1=O,5.0
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CC3CC3)OC(=O)N2C1=O,5.3
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCOC)OC(=O)N2C1=O,5.0
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,5.9
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CC(=O)OC)OC(=O)N2C1=O,4.6
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,5.2
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC3CC3)C(=O)N2C1=O,5.1
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(Cc3ccccc3)C(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCOC)OC(=O)N2C1=O,4.9
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,5.9
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CC(=O)OC)OC(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,5.4
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC(=O)OC)C(=O)N2C1=O,5.1
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CC3CC3)OC(=O)N2C1=O,5.6
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCOC)OC(=O)N2C1=O,5.0
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/Cc3ccccc3)OC(=O)N2C1=O,5.5
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CC3CC3)C(=O)N2C1=O,5.6
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CCOC)C(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(Cc3ccccc3)C(=O)N2C1=O,5.4
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CC(=O)OC)OC(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CC3CC3)OC(=O)N2C1=O,5.0
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/Cc3ccccc3)OC(=O)N2C1=O,5.4
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC(=O)OC)C(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N\CC3CC3)OC(=O)N2C1=O,5.3
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N\CCOC)OC(=O)N2C1=O,5.1
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N\CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,5.9
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N\Cc3ccccc3)OC(=O)N2C1=O,5.3
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CC(=O)OC)C(=O)N2C1=O,5.4
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CC3CC3)OC(=O)N2C1=O,4.6
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,4.9
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC3CC3)C(=O)N2C1=O,4.5
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CC(=O)OC)OC(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CC3CC3)OC(=O)N2C1=O,4.8
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/Cc3ccccc3)OC(=O)N2C1=O,5.2
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,6.0
CCC1=NN(C(=O)CCc2ccccc2)C(O)(C(F)(F)F)C1,4.8
CCC1C(=O)OC[C@H]1Cc1cncn1C.O=[N+]([O-])O,4.7
CCC1CCCCN1CCCNC(=O)Cn1nc(-c2ccc(C)cc2)ccc1=O,4.7
CCC1CCCCN1CCn1c(=S)[nH]c2cc(OC)c(OC)cc2c1=O,4.85
CCC1CCCN(c2nc3ccc(Br)cc3c(C(=O)NCC(CCC(=O)O)c3ccccc3Cl)c2C)C1,5.3
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl.Cl,4.6
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,6.68
CCC1OC(=O)C(C)C(=O)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)C(C)(OC)C2(CCCn3cnc(-c4cccnc4)c3)CC(C)C(=O)C(C)C3N(C2)C(=O)O[C@]13C,4.5
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,4.6
CCC1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)C(O)C(C)O2)C(C)[C@@H](O[C@@H]2OC(C)CC(N(C)C)C2O)[C@@](C)(O)CC(C)C(=O)[C@@H](C)C(O)[C@]1(C)O,4.5
CCC1OC23CCCCC2C(C#N)(C(=N)O3)C1(C#N)C#N,4.6
CCC1Oc2ccccc2N(CC(=O)NCCCN2CCCCC2C)C1=O,4.7
CCCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F,5.47
CCCC(=O)/N=C1\SC2CS(=O)(=O)CC2N1c1ccc(CC)cc1,4.9
CCCC(=O)N1CCN(S(=O)(=O)c2cc(Cl)ccc2OC)CC1,4.7
CCCC(=O)N1c2ccccc2C(N(C(C)=O)c2ccccc2)CC1C,6.05
CCCC(=O)NC(Nc1cccc(C(F)(F)F)c1)C(Cl)(Cl)Cl,4.8
CCCC(=O)NC(Nc1ccccc1F)C(Cl)(Cl)Cl,4.85
CCCC(=O)NC(Nc1ccccc1OC)C(Cl)(Cl)Cl,4.85
CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)CCCc1ccccc1-2,5.9
CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)Cc1ccccc1-2,5.6
CCCC(=O)NNC(=O)CCC(=O)NCc1ccccc1,7.25
CCCC(=O)Nc1c(-c2cccs2)c(=O)c2ccccc2n1CC,4.6
CCCC(=O)Nc1c2c(nn1-c1ccc(C)cc1C)CSC2,5.15
CCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(SC)cc2)cc1,5.5
CCCC(=O)Nc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1,4.8
CCCC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(N4CCOCC4)c(Cl)c3)sc2c1,5.85
CCCC(=O)Nc1cccc(Oc2nc(C)cc(C)c2C#N)c1,4.85
CCCC(=O)Nc1nc(-c2ccc3c(c2)CCN3S(C)(=O)=O)cs1,5.1
CCCC(=O)Nc1nnc(Cc2ccccc2)s1,4.8
CCCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,5.75
CCCC(C(=O)Nc1nccs1)c1ccccc1,4.9
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,5.85
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,5.7
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,4.9
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,4.5
CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],5.2
CCCC(CCC)C(=O)[O-].[Na+],5.8
CCCC(CCC)c1nc2c(Nc3ccc(I)cc3)nc3ccccc3c2[nH]1,4.21
CCCC(O)(CCC)C(=O)NN(C(=O)Nc1csc2c1CCCC2)c1ccccc1,6.1
CCCC/C=C/C(NC(=O)C(C)(C)C)c1ccccc1,4.6
CCCC/C=C/C(NC(=O)CCc1ccccc1)c1ccccc1,5.2
CCCC/C=C/C(NC(=O)OCc1ccccc1Cl)c1ccccc1,5.0
CCCC/C=C/C(NC(=O)Oc1cccc(C(F)(F)F)c1)c1ccccc1,4.8
CCCC/C=C/C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,5.0
CCCC/C=C/C(NC(=O)c1ccccc1)c1ccccc1,4.8
CCCC/C=C/C(NC(=O)c1ccco1)c1ccccc1,5.3
CCCC/C=C/C(NC(=O)c1cccs1)c1ccccc1,4.9
CCCC/C=C/[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1OC,5.2
CCCC1(C(=O)OC)C=C2C(=C(C(C)C)C(=O)C2C)CN1,4.9
CCCC1(C(=O)OC)C=C2C(=C(C)C(=O)C2C)CN1,4.4
CCCC1(C(=O)OC)C=C2C(=C(c3ccccc3)C(=O)C2C)CN1,5.0
CCCC1(C)Nc2ccccc2-c2nc3ccccc3n21,4.9
CCCC1(O)CCN(C(=O)CC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,5.3
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,5.98
CCCC1N(C(=O)c2cnccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,5.85
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@]2(C(=O)CO)O1,4.8
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,5.1
CCCC1S/C(=N/N=C/c2ccc(OC)cc2)N(Cc2ccc(OC)cc2)C1=O,6.0
CCCCC#C/C=C1/Cn2c(nc3ccccc32)S1,4.4
CCCCC#CC1C=CC(OC(C)=O)C(COC(C)=O)O1,5.6
CCCCC#CC1C=CC(Oc2cc(OC)c(OC)c(OC)c2)C(CO)O1,5.3
CCCCC#CC1C=CC(Oc2cc(OC)c(OC)c(OC)c2)C(COC(=O)OCC)O1,5.6
CCCCC#CC1C=CC(Oc2ccc(C(=O)OC)cc2)C(COC(=O)OCC)O1,5.4
CCCCC#CC1C=CC(Oc2ccc(OC)cc2)C(CO)O1,5.5
CCCCC#Cc1ccccc1CC(=O)Nc1ccccc1,6.0
CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@@H](C(=O)NCC)[C@H](O)[C@@H]3O)c2n1,4.8
CCCCC(=O)N/N=C(\C)CC(=O)Nc1cc(Cl)ccc1OC,5.35
CCCCC(=O)NC(=S)Nc1cccc(NC(=O)CC)c1,4.7
CCCCC(=O)NC(Nc1cc(C)ccn1)(C(=O)OCC)C(F)(F)F,5.15
CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,6.1
CCCCC(=O)Nc1cc(OCC)c(NC(=O)c2ccccc2[N+](=O)[O-])cc1OCC,5.15
CCCCC(=O)Nc1sc2c(c1C(=O)OCC)CCC(C=O)=C2Cl,4.8
CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CC[C@]12C,4.9
CCCCC(=O)OCc1cn(-c2ccc(Cl)cc2)nn1,4.4
CCCCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,5.92
CCCCC(=O)O[C@@]1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)C(O)C[C@]21C,4.7
CCCCC(=O)c1nc(N)c2cnn(Cc3ccc(CN4CCCC4)cc3)c2n1,4.8
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,5.42
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCCC2)nn1,6.58
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C(C)C)nn1,6.52
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C(C)C)nn1,6.5
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C2CCCC2)nn1,6.58
CCCCC(C)=C[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,5.6
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,4.8
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,4.6
CCCCC(CC)CNCC(CC)CCCC,6.8
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,4.7
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,4.6
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,4.8
CCCCC(CC)COCCCN,4.5
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,4.8
CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,4.635
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,4.6
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1,5.3
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,4.75
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,4.5
CCCCC/C=C\C[C@H](O)/C=C\c1cccc(C[C@H](O)CCCCO)n1,5.2
CCCCC/N=c1\ccn(Cc2ccccc2)c2ccccc12,4.8
CCCCC1(C)NC(=O)c2c(C)sc(C(=O)OCC)c2N1,4.75
CCCCC1(C)Nc2ccccc2-c2nc3ccccc3n21,5.15
CCCCC1(C)OC(=O)C(=Cc2ccc(N(C)C)cc2)C(=O)O1,6.0
CCCCC1(C)OC(=O)C(=Cc2ccc(N(CC)CC)cc2)C(=O)O1,6.9
CCCCC1(CCCC)C(=O)N=C(Nc2cccc(C)c2)NC1=O,4.9
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4.8
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,4.5
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,4.9
CCCCC1CN2C(CCC(C)C2c2ccc(Br)cc2)C(=O)O1,5.4
CCCCC1S/C(=N/N=C/c2ccc(OC)cc2)N(Cc2ccc(OC)cc2)C1=O,5.5
CCCCCC(=O)Cc1cc(O)cc(O)c1C(=O)Oc1cc(CC(=O)CCCCC)c(C(=O)O)c(OC)c1,4.8
CCCCCC(=O)N1CC2(CC(c3cccc(NC(=O)c4ccccc4)c3)=NO2)C[C@@H]1C(N)=O,4.8
CCCCCC(=O)N1CCCC(c2nc(-c3ccc(OC)cc3)no2)C1,5.15
CCCCCC(=O)Nc1cccc(-c2nc3ncccc3o2)c1,4.8
CCCCCC(=O)O[C@@]1(C(C)=O)CCC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@]21C,5.0
CCCCCC(=O)c1cc(CC(C(=O)OC)C(=O)OC)cc2cc(OC)c(OC)cc12,5.4
CCCCCC1=C2CNC(C)(C(=O)OC)C=C2C(C)C1=O,4.9
CCCCCC1=C2CNC(CC(C)C)(C(=O)OC)C=C2C(C)C1=O,4.8
CCCCCC1=C2CNC(CCC)(C(=O)OC)C=C2C(C)C1=O,4.7
CCCCCC1=C2CNC(Cc3ccccc3)(C(=O)OC)C=C2C(C)C1=O,4.8
CCCCCC1C(=O)O[C@H](C)[C@@H](NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,5.1
CCCCCC1CC1C(=O)N/N=C/c1ccc(N(C)C)cc1,5.45
CCCCCCC#CC1C=CC(OC(=O)OCC)C(COC(=O)OCC)O1,5.4
CCCCCCC#CC1C=CC(OC(C)=O)C(COC(C)=O)O1,5.4
CCCCCCC#CC1C=CC(Oc2ccc(C=O)cc2)C(CO)O1,5.4
CCCCCCC#Cc1cc(OC)c(OC)cc1C(N1CC(C)c2ccccc21)N1CC(C)c2ccccc21,5.5
CCCCCCC(=O)Cc1cc(OC)c(OC)cc1/C=C(/C(C)=O)C(=O)OC,5.4
CCCCCCC(=O)Cc1cc(OC)c(OC)cc1C=C(C(=O)OCC)C(=O)OCC,5.5
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@@H]2CCCO)c(O)c1,5.3
CCCCCCC1=Cc2cc(OC)c(OC)cc2C(C(C(C)=O)C(=O)OC)O1,5.5
CCCCCCC1=Cc2cc(OC)c(OC)cc2C(C(C(C)=O)C(=O)OCC)O1,5.5
CCCCCCC1=Cc2cc(OC)c(OC)cc2C(C2(C(=O)OCC)CCCC2=O)O1,5.5
CCCCCCC1=Cc2cc(OC)c(OC)cc2C(CC(=O)/C=C/OC)O1,5.3
CCCCCCC1CC(C)(/C(C)=N/NC(N)=O)OC1=O,4.75
CCCCCCC1Cc2cc(OC)c(OC)cc2C(C(C(=O)OCC)C(=O)OCC)O1,5.65
CCCCCCCC#Cc1ccccc1/C=N/[S+]([O-])C(C)(C)C,5.5
CCCCCCCC#Cc1ccccc1/C=N/[S+]([O-])c1ccc(C)cc1,5.4
CCCCCCCC#Cc1ccccc1C(NC(=O)OC)C(C(=O)OC)C(=O)OC,5.5
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,4.52
CCCCCCCC(F)(F)CCCCCC/C=C/[C@H](C(O)N[C@@H](Cc1ccc(OCCCC)cc1)C(=O)O)[C@@](O)(CCOC)C(=O)O,4.859999999999999
CCCCCCCC(F)(F)CCCCCC/C=C/[C@H](C(O)N[C@@H](Cc1ccc(OCCCC)cc1)C(=O)OC)[C@@](O)(CCOC)C(=O)O,4.77
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,4.9
CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,4.5
CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1,5.5
CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,5.0
CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1,5.0
CCCCCCCC/C=C\CCCCCCCC(N)=O,4.3
CCCCCCCC1=CC2=CC(=O)C(C)(OC(C)=O)C(=O)C2=CN1CCc1ccccc1,5.4
CCCCCCCC1=Cc2ccccc2C(CC(C)=O)N1C(=O)OC,5.5
CCCCCCCC1O[C@H](CC/C(C)=C/COc2c3ccoc3cc3oc(=O)ccc23)C(C)(C)O1,6.89
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,5.5
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,5.4
CCCCCCCCC1CCc2cc(CCC(N)(CO)CO)ccc2C1,4.98
CCCCCCCCCC(=O)N[C@@H](CN1CCOCC1)[C@@H](O)c1ccccc1,4.9
CCCCCCCCCC1O[C@H](CC/C(C)=C/COc2c3ccoc3cc3oc(=O)ccc23)C(C)(C)O1,6.57
