SMILES,chembl_cyp3a4_pchembl
Cc1cc2ncc(=O)n(CC(=O)N3CCCC(c4ccccc4)C3CN3CCOCC3)c2cc1C,5.57
Cc1cc2ncn(/N=C/c3ccc([N+](=O)[O-])o3)c2cc1C,4.8
Cc1cc2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)n2c(N)n1,4.85
Cc1cc2nnc(SCCCCN3C(=O)c4ccccc4C3=O)n2c2ccccc12,5.2
Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,5.28
Cc1ccc(-[n+]2c(-c3ccc(Br)cc3)cn3c2CCc2ccc4cccnc4c2-3)cc1.[Br-],5.35
Cc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC[C@H](N6CCCCC6)C5)c34)cnn2C)cc1,6.645
Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1,4.85
Cc1ccc(-c2c(C3CCCC3)c3ccc(C(=O)NC4(C(=O)Nc5ccc(/C=C/C(=O)O)cc5)CCC4)cc3n2C)nc1,5.24
Cc1ccc(-c2cc(-c3ccc(OCCCCCC(F)(F)F)cc3)[nH]c(=O)c2-c2nnn[nH]2)cc1,5.28
Cc1ccc(-c2cc(-c3nnc(SCC(=O)NC(C)C(C)C)n3N)c3ccccc3n2)cc1,4.85
Cc1ccc(-c2cc(=O)oc3cc(O[C@H](C)C(=O)N4CC5CCC(C4)N5C)ccc23)c(C)c1,4.51
Cc1ccc(-c2cc(C(=O)N3CCN(c4ccc(F)cc4)CC3)c3ccccc3n2)o1,5.3
Cc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)s1,5.0
Cc1ccc(-c2cc(C(=O)NN=C3CCCC3)c3ccccc3n2)cc1,5.1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.8
Cc1ccc(-c2cc(N)n(-c3ccc(C)cc3)n2)cc1,4.65
Cc1ccc(-c2ccc(/C=N/N3C(=O)C4C5C=CC(C6CC56)C4C3=O)o2)c([N+](=O)[O-])c1,5.65
Cc1ccc(-c2ccc(/C=N/NC(=S)Nc3ccccc3)o2)cc1[N+](=O)[O-],5.15
Cc1ccc(-c2ccc(=O)n(CC(=O)N3CCN(c4cccc(C)c4)C(C)C3)n2)cc1,4.85
Cc1ccc(-c2ccc(=O)n(CC(=O)NCCN3CCCCC3C)n2)cc1,4.75
Cc1ccc(-c2ccc(=O)n(CC(=O)NCc3ccco3)n2)cc1,4.6
Cc1ccc(-c2ccc(NC(=O)CN3CCCC4=C3C(=O)N(C3CC3)C4=O)nn2)cn1,5.1
Cc1ccc(-c2ccccc2)c(C(=O)N2CC3(CC3)C[C@H]2CNc2ccc(C(F)(F)F)cn2)n1,4.19
Cc1ccc(-c2cccnc2)nc1,4.08
Cc1ccc(-c2ccnc(S)n2)cc1,4.85
Cc1ccc(-c2cnc(NC(=O)CCC(=O)N3CCCCC3)n2C)cc1,4.4
Cc1ccc(-c2cnn(-c3cccc(C(F)(F)F)c3)c2N)cc1,5.25
Cc1ccc(-c2csc(C(C#N)=C3CCCC3)n2)cc1,4.7
Cc1ccc(-c2csc(Cc3nc(-c4cc5ccccc5oc4=O)cs3)n2)cc1,5.4
Cc1ccc(-c2csc(NC(=S)NC(=O)/C=C/c3ccco3)n2)cc1,4.8
Cc1ccc(-c2csc3ncnc(NCCN4CCOCC4)c23)cc1,5.95
Cc1ccc(-c2csc3ncnc(SCC(=O)c4ccc5c(c4)OCCO5)c23)cc1,4.95
Cc1ccc(-c2nc(-c3nccc4ccccc34)oc2-c2ccccc2)cc1,5.3
Cc1ccc(-c2nc3c(=O)n(C)c4ccccc4c3o2)cc1,5.15
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,4.6
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc2c(c1)OCO2,5.7
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1sc2ccccc2c1Cl,5.9
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc(-n2cnnc2)ccc1Cl,6.05
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)/C=C/c1ccco1,6.75
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)c1ccccc1,4.85
Cc1ccc(-c2nn(-c3ccccc3)cc2CSC(=N)N)cc1.Cl,4.4
Cc1ccc(-c2nn(CC(C)(C)C)c3ncnc(N)c23)cc1,4.7
Cc1ccc(-c2nn3c(C)nnc3c3ccccc23)cc1S(=O)(=O)NCCN1CCOCC1,5.05
Cc1ccc(-c2nn3c(O)c4c(nc3c2C)CCCC4)cc1,5.05
Cc1ccc(-c2nnc(-c3ccc(NC(=O)c4cccs4)cc3)o2)cc1,4.7
Cc1ccc(-c2nnc(-c3ccc4ccccc4c3)o2)cc1,5.2
Cc1ccc(-c2nnc(-c3ccccc3S(=O)(=O)Cc3ccc(Cl)cc3)o2)cc1,5.4
Cc1ccc(-c2nnc(C)c(N3CC(C)OC(C)C3)n2)cc1,5.3
Cc1ccc(-c2nnc(N(C)C(=O)c3cccnc3)s2)cc1,4.75
Cc1ccc(-c2nnc(S)n2/N=C/c2cccn2C)cc1,4.9
Cc1ccc(-c2nnc(SCC(=O)NNC(=O)COc3cccc(C)c3)n2C)cc1,5.2
Cc1ccc(-c2nnn(CC(=O)N(c3ccccc3)C(C(=O)NCC3CCCO3)c3ccc(Cl)cc3)n2)cc1,4.4
Cc1ccc(-c2noc(-c3cc4ccccc4oc3=O)n2)cc1,5.45
Cc1ccc(-c2noc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)cc1,4.45
Cc1ccc(-n2[nH]c(C)c(/C=N/c3ccc4[nH]c(O)nc4c3)c2=O)cc1C,4.85
Cc1ccc(-n2c(C)cc(/C=C(\C#N)C(=O)NCC3CCCO3)c2C)cc1,4.5
Cc1ccc(-n2c(C)cc(C(=O)CSc3n[nH]c(N)n3)c2C)cc1,5.0
Cc1ccc(-n2c(C)cc(C(=S)N3CCOCC3)c2C)cc1C,4.5
Cc1ccc(-n2c(C)nnc2SCC(=O)N2CCc3ccccc3C2)cc1C,5.05
Cc1ccc(-n2c(CCC(=O)O)ccc2-c2cccs2)cc1C,4.85
Cc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)N2CCc3ccccc32)cc1,5.35
Cc1ccc(-n2c(N)c(C(=O)NCc3ccco3)sc2=S)cc1,4.6
Cc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1,4.5
Cc1ccc(-n2c(S)nnc2-c2cc(C)n(C)n2)cc1,4.85
Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2cccnc2)cc1,5.0
Cc1ccc(-n2c(SCC(=O)NCc3ccco3)nc3sc4c(c3c2=O)CC(C)(C)SC4)cc1,5.7
Cc1ccc(-n2c(SCc3ccc([N+](=O)[O-])cc3)nc3ccccc3c2=O)cc1,4.95
Cc1ccc(-n2ccc(=O)c(-c3ccnc(SCc4cccc(Cl)c4)n3)n2)cc1,5.05
Cc1ccc(-n2cccn2)cc1C[C@@H]1COCCN1C(=O)c1cccc(C)c1-n1nccn1,4.58
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccco2)cc1,4.75
Cc1ccc(-n2nc3c(c2NC(=O)c2cccs2)CSC3)cc1,4.9
Cc1ccc(-n2nc3ccc(NC(=O)c4ccc5c(c4)OCO5)cc3n2)cc1,5.05
Cc1ccc(-n2ncc(N(C)C)c(Cl)c2=O)cc1,4.55
Cc1ccc(-n2nccn2)c(C(=O)N2CCCC[C@H]2Cc2cccc(-n3nccn3)c2)c1,5.11
Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2Cc2cccc(-n3nccn3)c2)c1,5.48
Cc1ccc(-n2nccn2)c(C(=O)N2CCNC[C@H]2Cc2cccc(-n3nccn3)c2)c1,4.6
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@@]2(C)Cc2cccc(-n3nccn3)c2)c1,4.77
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-c3ncccn3)ccc2F)c1,4.52
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-c3ncon3)ccc2F)c1,4.3
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-n3cccn3)ccc2C)c1,4.85
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2C)c1,4.72
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2Cl)c1,4.66
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2F)c1,4.48
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2F)c1F,4.72
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2ccc(C)c(-n3nccn3)c2)c1,4.66
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3cccnn3)c2)c1,5.22
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3ccncc3)c2)c1,6.52
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3nccc(C)n3)c2)c1,4.75
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3ncccn3)c2)c1,4.48
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3ncccn3)c2)c1F,4.68
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3nccs3)c2)c1,5.92
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3ncon3)c2)c1,4.37
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-n3cccn3)c2)c1,4.5
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-n3cccn3)c2)c1F,4.7
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-n3ccnn3)c2)c1,4.85
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-n3cncn3)c2)c1,5.22
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-n3nccn3)c2)c1,4.37
Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-n3nccn3)c2)c1F,4.41
Cc1ccc(-n2nccn2)c(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-c3ncccn3)ccc2F)c1,4.55
Cc1ccc(-n2nccn2)c(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-n3nccn3)ccc2F)c1,4.62
Cc1ccc(-n2nccn2)c(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cccc(-c3ncccn3)c2)c1,4.37
Cc1ccc(-n2nccn2)c(C(=O)N2C[C@H](C#Cc3cccc(CO)c3)CC[C@H]2C)c1,5.4
Cc1ccc(-n2nccn2)c(C(=O)N2[C@H](Cc3cccc(-n4nccn4)c3)COC[C@@H]2C)c1,5.17
Cc1ccc(-n2nccn2)cc1C[C@@H]1COCCN1C(=O)c1ccc(Cl)cc1-n1nccn1,4.85
Cc1ccc(-n2nccn2)cc1C[C@@H]1COCCN1C(=O)c1cccc(C)c1-n1nccn1,4.66
Cc1ccc(-n2nccn2)cc1C[C@@H]1COCCN1C(=O)c1ccccc1-n1nccn1,4.75
Cc1ccc(-n2nnnc2-c2cnc3ccc(Cl)cc3c2-c2ccccc2)cc1,5.25
Cc1ccc(-n2nnnc2C(=Cc2ccc(N(C)C)cc2)c2nnnn2-c2ccc(C)cc2)cc1,5.5
Cc1ccc(-n2nnnc2SCC(=O)NNC(=O)c2ccco2)c(C)c1,4.65
Cc1ccc(-n2nnnc2Sc2nc([N+](=O)[O-])nn2C)cc1C,4.8
Cc1ccc(/C(C#N)=C/c2cccc([N+](=O)[O-])c2)cc1,5.4
Cc1ccc(/C=C/C(=O)NC(=S)Nc2ccccc2C(=O)NC2CCCCC2)cc1,5.05
Cc1ccc(/C=C/C(=O)c2ccccc2)cc1,5.96
Cc1ccc(/C=C/C2=CC3(C)CC2(C)C(c2ccc(C)cc2)CC3=O)cc1,5.4
Cc1ccc(/C=C/C2=Cc3c(sc(NC(=O)CSc4n[nH]c(N)n4)c3C#N)C(C)(C)C2)o1,4.85
Cc1ccc(/C=C/c2nnc(-c3ccc(C)cc3)o2)cc1,5.0
Cc1ccc(/C=C2/NC(=O)N(Cc3ccccc3)C2=O)s1,5.9
Cc1ccc(/C=C2\OC(=O)c3ccccc32)cc1,4.9
Cc1ccc(/C=C2\Sc3ccccc3C2=O)s1,4.7
Cc1ccc(/C=N/NC(=O)C2CCN(Cc3ccc(F)cc3Cl)CC2)o1,5.3
Cc1ccc(/C=N/NC(=O)CSc2nc3nc(C)cc(C)n3n2)cc1,4.8
Cc1ccc(/C=N/n2c(S)nnc2-c2cccs2)cc1,4.95
Cc1ccc(/C=N/n2cnnc2)s1,4.8
Cc1ccc(/C=N\NC(=O)C2COc3cc4ccccc4cc3O2)o1,4.4
Cc1ccc(/C=N\Nc2nc3cc(Cl)ccc3[nH]2)o1,5.05
Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,4.4
Cc1ccc(/N=C/c2cc(C)n(C3CCCC3)c2C)cc1,4.7
Cc1ccc(/N=C/c2nc(/C=C/c3cccc([N+](=O)[O-])c3)oc2O)cc1,5.5
Cc1ccc(/N=C2/Sc3nc4cc(C)cc(C)c4cc3CN2CCN2CCOCC2)cc1,5.15
Cc1ccc(/N=N\c2ccc(N)cc2C)c(S(N)(=O)=O)c1,5.4
Cc1ccc(C(=N)NOC(=O)Cc2cccs2)cc1,4.55
Cc1ccc(C(=N)c2ccccc2Cc2cccc3ccccc23)c2ccccc12,5.4
Cc1ccc(C(=O)/C=C/c2c[nH]c3ccccc23)cc1,4.6
Cc1ccc(C(=O)/N=C(\Nc2ccc3oc(C)cc3c2)N[C@H]2CCCCN(CC(=O)N3CCCC3)C2=O)cn1,5.16
Cc1ccc(C(=O)C(Cn2ccnc2)NC(=O)c2ccc(-c3ccc(Cl)cc3)s2)cc1,5.91
Cc1ccc(C(=O)C(OC(=O)CCC(=O)Nc2cccc(C)c2)c2ccccc2)cc1,4.6
Cc1ccc(C(=O)C(OC(=O)CN2C(=O)c3ccccc3C2=O)c2ccccc2)cc1,5.1
Cc1ccc(C(=O)C(OC(=O)CNC(=O)c2ccc(Cl)cc2)c2ccccc2)cc1,5.05
Cc1ccc(C(=O)C(OC(=O)CNS(=O)(=O)c2ccccc2)c2ccccc2)cc1,4.85
Cc1ccc(C(=O)C(OC(=O)COc2ccccc2C)c2ccccc2)cc1,5.0
Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,5.1
Cc1ccc(C(=O)CN(C(=O)c2ccc(Cl)cc2)N2C(=O)c3ccccc3C2=O)cc1,5.0
Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,5.3
Cc1ccc(C(=O)COC(=O)CNC(=O)C(c2ccccc2)c2ccccc2)cc1[N+](=O)[O-],4.8
Cc1ccc(C(=O)COC(=O)c2ccc3c(c2)C(=O)N(c2cccc4ncccc24)C3=O)cc1C,5.9
Cc1ccc(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)cc1C,4.9
Cc1ccc(C(=O)COc2ccccc2C(=O)Nc2ccccc2)cc1,4.95
Cc1ccc(C(=O)CSc2ncnc3sc4c(c23)CCCC4)cc1,4.9
Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1,5.2
Cc1ccc(C(=O)N(CC(=O)Nc2ncc(-c3ccc(N)cc3)s2)Cc2ccccc2)cn1,4.82
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,5.39
Cc1ccc(C(=O)N(CN2CCCC2=O)c2ccccc2)cc1C,4.9
Cc1ccc(C(=O)N/C(=C/C=C/c2ccccc2)C(=O)NCc2ccco2)cc1,5.3
Cc1ccc(C(=O)N/C(=C\c2ccc(Br)cc2)c2n[nH]c(S)n2)cc1,4.65
Cc1ccc(C(=O)N/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)NCCc2ccccc2)cc1,6.55
Cc1ccc(C(=O)N/N=C/c2nc3ccccc3n2C)cc1,5.5
Cc1ccc(C(=O)N/N=C\c2cccn2C)cn1,6.5
Cc1ccc(C(=O)N2C3C=CC(C3)C2(C(F)(F)F)C(F)(F)F)cc1,5.95
Cc1ccc(C(=O)N2CCN(C3c4cccc5cccc(c45)C3NS(=O)(=O)c3ccccc3)CC2)cc1,7.45
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-c3cccnn3)ccc2F)c(-n2nccn2)c1,4.72
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-c3ncccn3)ccc2F)c(-n2nccn2)c1C,4.4
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-c3ncon3)ccc2F)c(-n2nccn2)c1,4.46
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-c3ncon3)ccc2F)c(-n2nccn2)c1C,4.44
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3cccn3)ccc2C)c(-n2nccn2)c1,4.77
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2C)c(-n2nccn2)c1,4.57
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2Cl)c(-n2nccn2)c1,4.72
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2Cl)c(-n2nccn2)c1C,4.54
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2F)c(-n2nccn2)c1,4.54
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2F)c(-n2nccn2)c1C,4.52
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(Cl)cc(-n3nccn3)c2)c(-n2nccn2)c1,4.68
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(F)cc(-n3nccn3)c2)c(-n2nccn2)c1,4.4
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2ccc(C)c(-n3nccn3)c2)c(-n2nccn2)c1,4.6
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cccc(-c3ncon3)c2)c(-n2nccn2)c1,4.48
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cccc(-n3cccn3)c2)c(-n2nccn2)c1,4.39
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1,4.51
Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1C,4.36
Cc1ccc(C(=O)N2CCO[C@@H](C)[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1,4.85
Cc1ccc(C(=O)N2CCO[C@H](C)[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1,5.07
Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-c3cccnn3)ccc2F)c(-n2nccn2)c1,4.7
Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-c3ncccn3)ccc2F)c(-n2nccn2)c1,4.51
Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-n3ccnn3)ccc2F)c(-n2nccn2)c1,4.72
Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-n3nccn3)ccc2F)c(-n2nccn2)c1,4.64
Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1,5.01
Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1C,5.02
Cc1ccc(C(=O)N2C[C@H](C)OC[C@H]2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)c1,4.55
Cc1ccc(C(=O)N2[C@H](Cc3cccc(-n4nccn4)c3)COC[C@@H]2C)c(-n2nccn2)c1,4.85
Cc1ccc(C(=O)N2c3ccccc3N(Cc3ccccc3)C(=O)C2(C)C)cc1,4.85
Cc1ccc(C(=O)NC(=S)N2CC(C)OC(C)C2)cc1[N+](=O)[O-],4.65
Cc1ccc(C(=O)NC(=S)NCC(=O)c2ccccc2)cc1,5.05
Cc1ccc(C(=O)NC(=S)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1,5.0
Cc1ccc(C(=O)NC(=S)Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cc1,6.05
Cc1ccc(C(=O)NC(=S)Nc2ccc3c(c2)OCCO3)c(C)c1,4.55
Cc1ccc(C(=O)NC2CCCCCC2)cc1N1CCCC1=O,4.6
Cc1ccc(C(=O)NCCNC(=O)CN2CCOCC2)cc1,4.55
Cc1ccc(C(=O)NCCNc2ccc(Cl)cc2[N+](=O)[O-])o1,5.2
Cc1ccc(C(=O)NC[C@H]2CN(c3ccc(N4CCOCC4=O)cc3)C(=O)O2)s1,5.01
Cc1ccc(C(=O)NNC(=O)CSc2n[nH]c3c4cc(F)ccc4nc-3n2)cc1,5.8
Cc1ccc(C(=O)NNC(=O)CSc2nnc(-c3ccncc3)n2-c2ccc(C)cc2)cc1,5.5
Cc1ccc(C(=O)NNC(=O)c2cc3cc4ccccc4nc3s2)cc1,5.35
Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2)cc1,4.85
Cc1ccc(C(=O)Nc2c(C#N)c(C)c(C)n2Cc2ccccc2)cc1,5.0
Cc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3cccs3)cc2)cc1,5.3
Cc1ccc(C(=O)Nc2ccc(CN3CCC4C=NNC4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,5.25
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,4.94
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C3CC3)c2)cc1C#Cc1cnc2cccnn12,4.93
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,4.87
Cc1ccc(C(=O)Nc2ccc(CN3Cc4ccc(O)cc4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,5.34
Cc1ccc(C(=O)Nc2ccc(CN3Cc4cn[nH]c4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,5.14
Cc1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)cc1[N+](=O)[O-],6.45
Cc1ccc(C(=O)Nc2ccc3nccnc3c2)cc1,4.85
Cc1ccc(C(=O)Nc2cccc(-c3cnc4ccccc4n3)c2)cc1,5.65
Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)cc1S(=O)(=O)Nc1cccc(C)c1C,6.15
Cc1ccc(C(=O)Nc2nc3ccccc3n3nnnc23)cc1,5.0
Cc1ccc(C(=O)Nc2nccc(-c3cccs3)n2)cc1,4.6
Cc1ccc(C(=O)O/N=C\c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)cc1,4.65
Cc1ccc(C(=O)OCCc2c(C)[nH]n(-c3ccccc3)c2=O)cc1,5.25
Cc1ccc(C(=O)[C@@H]2[C@H]3C4COC(O4)C(=O)[C@@H]3[C@H]3C=Cc4ccccc4N32)cc1,4.6
Cc1ccc(C(=O)c2c[nH]nc2-c2cc(Cl)ccc2O)cc1,5.4
Cc1ccc(C(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)c(C)c1,5.4
Cc1ccc(C(=O)c2nc3ccc(O)cc3s2)cc1O,4.27
Cc1ccc(C(=O)c2oc3nc(C)cc(C)c3c2N)cc1,6.05
Cc1ccc(C(C(=O)NC2CCCCC2)N(CC2CCCO2)C(=O)CNC(=O)c2cccs2)cc1,5.35
Cc1ccc(C(C(=O)NCc2ccco2)N(C(=O)CNC(=O)c2cccs2)c2ccc(C)cc2)cc1,5.95
Cc1ccc(C(C(=O)NCc2ccco2)N(C(=O)CNC(=O)c2cccs2)c2ccc(C)cc2C)cc1,6.0
Cc1ccc(C(C(=O)NCc2ccco2)N(C(=O)CNC(=O)c2cccs2)c2ccccc2C)cc1,5.8
Cc1ccc(C(C)(C)CC(O)(Cc2cc3cc(S(C)(=O)=O)ncc3[nH]2)C(F)(F)F)c(C(N)=O)c1,5.22
Cc1ccc(C(NCCNc2ccnc3cc(Cl)ccc23)c2nnnn2C(C)(C)C)cc1,6.77
Cc1ccc(C(c2ccc(C)o2)c2cccc([N+](=O)[O-])c2O)o1,4.55
Cc1ccc(C(c2nnnn2C2CCCC2)N2CCN3CCCC3C2)cc1,4.85
Cc1ccc(C(c2nnnn2CC2CCCO2)N2CCN(C(=O)c3ccco3)CC2)cc1,5.45
Cc1ccc(C)c(-c2cc(C(=O)NCc3cccs3)c3ccccc3n2)c1,5.85
Cc1ccc(C)c(-c2cc(C(=O)Nc3nccs3)c3ccccc3n2)c1,5.55
Cc1ccc(C)c(-c2cc(C(=O)Nc3sc(C)c(C)c3C(N)=O)c3ccccc3n2)c1,5.55
Cc1ccc(C)c(-c2nn(-c3cc(N4CCN(CCO)CC4)ccc3[N+](=O)[O-])c(=O)c3ccccc23)c1,4.9
Cc1ccc(C)c(-n2c(CNC(=O)c3ccco3)nnc2SCC(=O)N2CCc3ccccc32)c1,5.15
Cc1ccc(C)c(-n2c(Cc3cc(O)nc(O)n3)nnc2SCC(=O)NCC2CCCO2)c1,4.5
Cc1ccc(C)c(C(=N)c2ccccc2Cc2ccccc2)c1,5.4
Cc1ccc(C)c(C(=O)C2=C(O)C(=O)N(CCN3CCOCC3)C2c2ccco2)c1,4.4
Cc1ccc(C)c(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)c1,5.1
Cc1ccc(C)c(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)c1,5.65
Cc1ccc(C)c(CN2C(=O)C3CCCN3c3ccc(C#N)cc32)c1,5.3
Cc1ccc(C)c(CN2C(=O)C3CCCN3c3ccc(S(=O)(=O)N4CCOCC4)cc32)c1,4.95
Cc1ccc(C)c(Cn2c(C(=O)OC(C)C)cc3c2ccn3C)c1,5.1
Cc1ccc(C)c(Cn2cnc3c(cnn3C(C)(C)C)c2=O)c1,6.1
Cc1ccc(C)c(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)c1,5.6
Cc1ccc(C)c(N(CC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)S(C)(=O)=O)c1,5.7
Cc1ccc(C)c(N2CCN(C(=O)c3ccc4nc(-c5ccco5)c(-c5ccco5)nc4c3)CC2)c1,4.7
Cc1ccc(C)c(NC(=O)C2(C)CC3c4ccccc4C2c2ccccc23)c1,5.65
Cc1ccc(C)c(NC(=O)C2CC(O)CN2C(=O)OC(C)(C)C)c1,4.6
Cc1ccc(C)c(NC(=O)Cn2nnc(C(=O)Nc3c(C)cccc3C)c2N)c1,4.9
