epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,25,,,0.5916438102722168,0.5659164190292358
0,25,0.759593665599823,,,
1,49,,0.434550404548645,,
1,51,,,0.49268972873687744,0.4677969813346863
1,51,0.44518205523490906,,,
