epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,25,,,0.5282036066055298,0.5282036662101746
0,25,0.8053088784217834,,,
1,49,,0.518435001373291,,
1,51,,,0.516599178314209,0.516599178314209
1,51,0.4316297471523285,,,
2,77,,,0.394305020570755,0.394305020570755
2,77,0.2889293432235718,,,
3,99,,0.17839843034744263,,
3,103,,,0.3981955647468567,0.3981955647468567
3,103,0.18357793986797333,,,
4,129,,,0.38669729232788086,0.38669729232788086
4,129,0.11939521878957748,,,
5,149,,0.09475081413984299,,
5,155,,,0.37934452295303345,0.37934452295303345
5,155,0.08095208555459976,,,
6,181,,,0.39560434222221375,0.39560434222221375
6,181,0.04387121647596359,,,
7,199,,0.05010014399886131,,
7,207,,,0.376313716173172,0.376313716173172
7,207,0.03533468395471573,,,
8,233,,,0.38461458683013916,0.38461458683013916
8,233,0.022922653704881668,,,
9,249,,0.015371747314929962,,
9,259,,,0.3789837658405304,0.3789837956428528
9,259,0.014976367354393005,,,
10,285,,,0.3731543719768524,0.3731543719768524
10,285,0.008278471417725086,,,
11,299,,0.004272801801562309,,
11,311,,,0.3756208121776581,0.3756208121776581
11,311,0.004669046029448509,,,
12,337,,,0.37446606159210205,0.37446609139442444
12,337,0.0032437050249427557,,,
13,349,,0.0015347609296441078,,
13,363,,,0.3761604428291321,0.3761604428291321
13,363,0.002164386911317706,,,
14,389,,,0.37341710925102234,0.3734171390533447
14,389,0.0015808086609467864,,,
15,399,,0.0013782710302621126,,
15,415,,,0.37502214312553406,0.37502214312553406
15,415,0.0011435665655881166,,,
16,441,,,0.37526407837867737,0.37526407837867737
16,441,0.000908467685803771,,,
17,449,,0.0006854787352494895,,
17,467,,,0.3739679455757141,0.37396788597106934
17,467,0.0006667752750217915,,,
18,493,,,0.3742499351501465,0.3742499351501465
18,493,0.00048230422544293106,,,
19,499,,0.0005654453998431563,,
19,519,,,0.3747781813144684,0.3747781813144684
19,519,0.00035108928568661213,,,
20,545,,,0.3742524981498718,0.3742524981498718
20,545,0.0002603073953650892,,,
