epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,25,,,0.6065052151679993,0.5834080576896667
0,25,0.8327874541282654,,,
1,49,,0.3368264436721802,,
1,51,,,0.44679880142211914,0.4251961410045624
1,51,0.4872311055660248,,,
2,77,,,0.42809563875198364,0.40793752670288086
2,77,0.33018848299980164,,,
3,99,,0.20146743953227997,,
3,103,,,0.4609304666519165,0.4422016441822052
3,103,0.23646225035190582,,,
4,129,,,0.4190159738063812,0.40154361724853516
4,129,0.1711084544658661,,,
5,149,,0.1062832847237587,,
5,155,,,0.41752147674560547,0.399186372756958
5,155,0.11470985412597656,,,
6,181,,,0.40666842460632324,0.38830652832984924
6,181,0.07051795721054077,,,
7,199,,0.03100254200398922,,
7,207,,,0.42417049407958984,0.40422114729881287
7,207,0.04040471091866493,,,
8,233,,,0.4022969603538513,0.38187161087989807
8,233,0.0324309840798378,,,
9,249,,0.02573910728096962,,
9,259,,,0.3967989981174469,0.3769300878047943
9,259,0.021893596276640892,,,
10,285,,,0.4050922691822052,0.38493308424949646
10,285,0.012393505312502384,,,
11,299,,0.0068389554508030415,,
11,311,,,0.4056491255760193,0.3847963213920593
11,311,0.006859309040009975,,,
12,337,,,0.40135884284973145,0.37987345457077026
12,337,0.004437868017703295,,,
13,349,,0.004353165160864592,,
13,363,,,0.4099481999874115,0.3857886791229248
13,363,0.00302540953271091,,,
14,389,,,0.40526312589645386,0.38244688510894775
14,389,0.0019879324827343225,,,
15,399,,0.0014881457900628448,,
15,415,,,0.40391653776168823,0.3817259669303894
15,415,0.0013510060962289572,,,
16,441,,,0.4053366184234619,0.3827047646045685
16,441,0.0008883356931619346,,,
17,449,,0.0006208452396094799,,
17,467,,,0.40659165382385254,0.3834454119205475
17,467,0.0005844951956532896,,,
18,493,,,0.40612316131591797,0.38214224576950073
18,493,0.0003621672512963414,,,
19,499,,0.00017031327297445387,,
19,519,,,0.4074033200740814,0.3834703862667084
19,519,0.0002354668831685558,,,
