epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,25,,,0.5698287487030029,0.5539060831069946
0,25,0.7406057119369507,,,
1,49,,0.3525397777557373,,
1,51,,,0.46126413345336914,0.4459231495857239
1,51,0.3881654441356659,,,
