epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,31,,,2.3156001567840576,2.3156001567840576
0,31,0.7608490586280823,,,
1,49,,0.42248275876045227,,
1,63,,,1.4247442483901978,1.4247443675994873
1,63,0.4505459666252136,,,
