epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.5257003307342529,,
0,63,,,1.163206696510315,0.8802936673164368
0,63,0.5866934657096863,,,
1,99,,0.467960000038147,,
1,127,,,1.427827000617981,0.9995380640029907
1,127,0.41048464179039,,,
2,149,,0.3690430819988251,,
2,191,,,1.080670952796936,0.8613757491111755
2,191,0.3707078695297241,,,
3,199,,0.33928871154785156,,
3,249,,0.3093096613883972,,
3,255,,,1.6196545362472534,1.0713489055633545
3,255,0.3207550644874573,,,
4,299,,0.29105180501937866,,
4,319,,,1.4168275594711304,0.9800427556037903
4,319,0.28314265608787537,,,
5,349,,0.2798823118209839,,
5,383,,,1.540840983390808,1.0446078777313232
5,383,0.24390149116516113,,,
6,399,,0.2537514865398407,,
6,447,,,1.3118069171905518,0.9323917031288147
6,447,0.22754338383674622,,,
7,449,,0.1791936755180359,,
7,499,,0.21724312007427216,,
7,511,,,1.3971457481384277,0.9776880145072937
7,511,0.20376013219356537,,,
8,549,,0.18580225110054016,,
8,575,,,1.377105712890625,0.9661208391189575
8,575,0.19583860039710999,,,
9,599,,0.16655977070331573,,
9,639,,,1.337750792503357,0.9354749917984009
9,639,0.18602590262889862,,,
10,649,,0.1985524594783783,,
10,699,,0.17234691977500916,,
10,703,,,1.244361162185669,0.91156005859375
10,703,0.1697542518377304,,,
11,749,,0.12772393226623535,,
11,767,,,1.3123096227645874,0.9442117214202881
11,767,0.16001783311367035,,,
12,799,,0.1407797485589981,,
12,831,,,1.2277016639709473,0.9177517294883728
12,831,0.1536087840795517,,,
