epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,25,,,0.648918867111206,0.6023575067520142
0,25,0.8284237384796143,,,
1,49,,0.41978347301483154,,
1,51,,,0.5467122197151184,0.5010385513305664
1,51,0.4576575756072998,,,
2,77,,,0.4645763635635376,0.42082861065864563
2,77,0.31958743929862976,,,
3,99,,0.2444828897714615,,
3,103,,,0.4600276052951813,0.4155604839324951
3,103,0.22810012102127075,,,
4,129,,,0.47475168108940125,0.43318068981170654
4,129,0.1533663421869278,,,
5,149,,0.08042225986719131,,
5,155,,,0.4531351923942566,0.4116089940071106
5,155,0.10068592429161072,,,
6,181,,,0.4610094428062439,0.4207935929298401
6,181,0.06028646230697632,,,
7,199,,0.061030562967061996,,
7,207,,,0.4615184962749481,0.42042475938796997
7,207,0.0427517332136631,,,
8,233,,,0.4487319886684418,0.4083364009857178
8,233,0.028365327045321465,,,
9,249,,0.014973636716604233,,
9,259,,,0.443189799785614,0.404023140668869
9,259,0.01874709129333496,,,
10,285,,,0.43685412406921387,0.39951661229133606
10,285,0.012307421304285526,,,
11,299,,0.007796171121299267,,
11,311,,,0.44416433572769165,0.4067385196685791
11,311,0.008248045109212399,,,
12,337,,,0.4416719973087311,0.40519747138023376
12,337,0.0052232700400054455,,,
13,349,,0.002188681624829769,,
13,363,,,0.44156593084335327,0.40529462695121765
13,363,0.0031360730063170195,,,
14,389,,,0.4399355947971344,0.40409597754478455
14,389,0.0022828925866633654,,,
15,399,,0.0013331372756510973,,
15,415,,,0.4408106803894043,0.40512847900390625
15,415,0.0016933344304561615,,,
16,441,,,0.43833401799201965,0.40294507145881653
16,441,0.0011393208988010883,,,
17,449,,0.0018408334581181407,,
17,467,,,0.43905261158943176,0.4035751223564148
17,467,0.0006237602210603654,,,
18,493,,,0.439571350812912,0.4039829969406128
18,493,0.00038826209492981434,,,
19,499,,0.00027621458866633475,,
19,519,,,0.4388190507888794,0.403163343667984
19,519,0.0002735555754043162,,,
20,545,,,0.4398825168609619,0.4043160378932953
20,545,0.0001993155456148088,,,
