epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.5605870485305786,,
0,63,,,1.171164870262146,0.857571542263031
0,63,0.5766605734825134,,,
1,99,,0.28316426277160645,,
1,127,,,1.1413938999176025,0.8862788677215576
1,127,0.41207829117774963,,,
2,149,,0.3579186201095581,,
2,191,,,1.4355357885360718,1.0020071268081665
2,191,0.3712369501590729,,,
3,199,,0.30756157636642456,,
3,249,,0.3446216583251953,,
3,255,,,1.6443971395492554,1.0331755876541138
3,255,0.328213632106781,,,
4,299,,0.21665003895759583,,
4,319,,,1.248612642288208,0.9179443120956421
4,319,0.28749969601631165,,,
5,349,,0.21975010633468628,,
5,383,,,1.401663899421692,0.9610208868980408
5,383,0.24468526244163513,,,
6,399,,0.2221553921699524,,
6,447,,,1.5728116035461426,1.0040605068206787
6,447,0.2232867181301117,,,
7,449,,0.24545317888259888,,
7,499,,0.1655353158712387,,
7,511,,,1.3397862911224365,0.9296884536743164
7,511,0.20422707498073578,,,
8,549,,0.21413680911064148,,
8,575,,,1.3079760074615479,0.9398484826087952
8,575,0.19953884184360504,,,
9,599,,0.11774756014347076,,
9,639,,,1.186417818069458,0.8707993626594543
9,639,0.18169979751110077,,,
10,649,,0.17575232684612274,,
10,699,,0.2475677728652954,,
10,703,,,1.350382924079895,0.9531620740890503
10,703,0.17292115092277527,,,
