epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,25,,,0.4922369718551636,0.47025707364082336
0,25,0.7369555234909058,,,
1,49,,0.2768118977546692,,
1,51,,,0.4343559741973877,0.41218000650405884
1,51,0.3820321559906006,,,
